Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Country,City,State,Region
1/11/2023,Keyboard,Accessories,East,6,2262,442.86,United States,Kenosha,Wisconsin,Central
2/15/2022,Printer,Office,North,4,2804,391.59,United States,Port Saint Lucie,Florida,South
4/26/2022,Tablet,Electronics,South,9,5850,1511.06,United States,Seattle,Washington,West
6/7/2023,Keyboard,Accessories,West,1,56,9.16,United States,San Antonio,Texas,Central
1/17/2024,Monitor,Accessories,East,9,4302,344.64,United States,Los Angeles,California,West
5/14/2024,Camera,Electronics,West,9,10143,1690.66,United States,Chester,Pennsylvania,East
5/15/2023,Headphones,Accessories,North,1,1012,164.89,United States,Chester,Pennsylvania,East
5/22/2023,Tablet,Electronics,East,9,8964,448.62,United States,San Francisco,California,West
8/5/2022,Mouse,Accessories,South,6,1758,262.36,United States,Lafayette,Louisiana,South
10/12/2023,Printer,Office,North,6,6348,557.72,United States,San Francisco,California,West
11/4/2023,Printer,Office,North,2,1582,422.46,United States,San Francisco,California,West
5/17/2023,Mouse,Accessories,South,2,1924,394.4,United States,San Francisco,California,West
4/2/2023,Keyboard,Accessories,North,1,120,23.86,United States,New York City,New York,East
1/26/2024,Headphones,Accessories,East,8,7752,1943.84,United States,New York City,New York,East
7/13/2023,Camera,Electronics,East,2,1114,300.44,United States,Philadelphia,Pennsylvania,East
11/28/2024,Keyboard,Accessories,North,5,1765,229.06,United States,Philadelphia,Pennsylvania,East
8/10/2022,Keyboard,Accessories,West,6,6834,1418.21,United States,Oakland,California,West
9/14/2022,Smartphone,Electronics,East,5,1520,433.53,United States,Dallas,Texas,Central
8/5/2023,Smartwatch,Electronics,West,7,8141,767.6,United States,Miramar,Florida,South
8/30/2023,Tablet,Electronics,South,8,5176,866.36,United States,Miramar,Florida,South
5/11/2024,Mouse,Accessories,East,9,738,64.42,United States,Jonesboro,Arkansas,South
1/17/2024,Printer,Office,South,9,4086,217.48,United States,Fremont,Nebraska,Central
9/16/2022,Mouse,Accessories,East,2,442,28.13,United States,New York City,New York,East
1/13/2023,Smartphone,Electronics,East,6,2478,153.86,United States,Detroit,Michigan,Central
1/22/2022,Keyboard,Accessories,South,2,1860,327.15,United States,Jacksonville,Florida,South
5/24/2022,Monitor,Accessories,East,9,4968,991.82,United States,Philadelphia,Pennsylvania,East
3/5/2023,Printer,Office,South,3,1446,278.94,United States,San Francisco,California,West
4/25/2023,Mouse,Accessories,East,7,1722,414.87,United States,Freeport,New York,East
7/13/2024,Smartwatch,Electronics,East,7,6573,460.28,United States,Pasadena,California,West
9/1/2024,Headphones,Accessories,East,3,2481,249.52,United States,Franklin,Massachusetts,East
12/26/2024,Monitor,Accessories,West,6,3828,1102.86,United States,Boise,Idaho,West
8/20/2023,Tablet,Electronics,East,7,1197,103.34,United States,Los Angeles,California,West
1/9/2022,Tablet,Electronics,West,7,7623,1459.84,United States,Cranston,Rhode Island,East
8/14/2022,Mouse,Accessories,North,9,3384,252.11,United States,Cranston,Rhode Island,East
1/1/2022,Monitor,Accessories,South,8,1296,273.97,United States,Cranston,Rhode Island,East
7/25/2024,Tablet,Electronics,West,8,2840,262.62,United States,Cranston,Rhode Island,East
8/22/2024,Camera,Electronics,East,7,1540,342.93,United States,San Francisco,California,West
6/28/2022,Camera,Electronics,West,2,1414,308.39,United States,Seattle,Washington,West
4/26/2023,Camera,Electronics,West,8,8328,466.38,United States,Chicago,Illinois,Central
8/29/2023,Camera,Electronics,North,2,744,217.21,United States,Seattle,Washington,West
1/2/2023,Mouse,Accessories,South,9,1773,168.01,United States,Dallas,Texas,Central
8/11/2023,Smartphone,Electronics,East,7,6034,1018.37,United States,Baltimore,Maryland,East
6/22/2023,Smartphone,Electronics,South,9,756,99.21,United States,Baltimore,Maryland,East
7/27/2024,Monitor,Accessories,East,8,2256,468.52,United States,Fairfield,Connecticut,East
11/30/2023,Monitor,Accessories,North,7,875,203.63,United States,New York City,New York,East
11/26/2024,Headphones,Accessories,South,4,1208,115.13,United States,Freeport,Illinois,Central
8/15/2023,Headphones,Accessories,South,2,352,54.19,United States,Seattle,Washington,West
2/23/2023,Printer,Office,West,6,4266,357.51,United States,Houston,Texas,Central
3/26/2022,Tablet,Electronics,North,7,1841,496.89,United States,Houston,Texas,Central
7/27/2024,Camera,Electronics,East,1,712,89.5,United States,Seattle,Washington,West
3/23/2024,Printer,Office,West,2,724,72.19,United States,Jackson,Tennessee,South
12/9/2024,Smartphone,Electronics,West,8,5832,662.72,United States,Baltimore,Maryland,East
6/17/2023,Keyboard,Accessories,South,6,4188,989.14,United States,Lakewood,New Jersey,East
9/21/2023,Tablet,Electronics,West,1,392,50.7,United States,New York City,New York,East
5/14/2022,Laptop,Electronics,East,9,963,49.71,United States,Port Arthur,Texas,Central
4/13/2024,Camera,Electronics,West,6,5706,319.46,United States,Los Angeles,California,West
6/11/2024,Headphones,Accessories,West,7,1365,312.04,United States,Redmond,Oregon,West
5/23/2023,Headphones,Accessories,South,1,202,11.24,United States,Citrus Heights,California,West
12/24/2023,Smartphone,Electronics,North,9,2430,613.67,United States,Tallahassee,Florida,South
4/26/2023,Monitor,Accessories,South,3,2670,515.39,United States,Seattle,Washington,West
1/21/2022,Tablet,Electronics,South,7,2758,520.66,United States,Los Angeles,California,West
10/14/2022,Monitor,Accessories,South,9,873,82.35,United States,Richmond,Virginia,South
8/23/2023,Smartwatch,Electronics,West,9,7245,1410.92,United States,Bullhead City,Arizona,West
9/13/2023,Camera,Electronics,North,4,960,255.24,United States,New Rochelle,New York,East
12/28/2024,Smartwatch,Electronics,East,4,1284,171.02,United States,New Rochelle,New York,East
6/9/2023,Mouse,Accessories,West,4,512,110.47,United States,Aurora,Illinois,Central
7/10/2022,Smartwatch,Electronics,South,9,9729,2039.41,United States,Aurora,Illinois,Central
1/11/2023,Camera,Electronics,North,5,1580,166.16,United States,San Gabriel,California,West
7/26/2023,Mouse,Accessories,East,8,976,234.24,United States,San Gabriel,California,West
1/5/2024,Printer,Office,North,8,1824,495.35,United States,San Francisco,California,West
5/8/2023,Smartphone,Electronics,South,4,3188,202.81,United States,Highland Park,Illinois,Central
11/29/2023,Camera,Electronics,East,7,5467,556.02,United States,Highland Park,Illinois,Central
9/5/2024,Smartphone,Electronics,South,6,5406,1277.46,United States,New York City,New York,East
8/8/2024,Headphones,Accessories,East,8,2984,742.31,United States,Philadelphia,Pennsylvania,East
4/12/2023,Printer,Office,North,1,919,193.35,United States,Philadelphia,Pennsylvania,East
8/18/2023,Camera,Electronics,South,6,1686,426.72,United States,Columbia,Maryland,East
6/2/2023,Laptop,Electronics,West,7,4165,493.24,United States,Hamilton,Ohio,East
11/17/2023,Smartphone,Electronics,West,7,1281,282.63,United States,Sandy Springs,Georgia,South
6/17/2024,Smartwatch,Electronics,East,3,2829,362.16,United States,Tulsa,Oklahoma,Central
4/6/2024,Monitor,Accessories,West,3,2211,292.31,United States,Henderson,Kentucky,South
12/18/2024,Headphones,Accessories,East,4,4740,607.81,United States,Henderson,Kentucky,South
12/9/2023,Camera,Electronics,East,1,718,169.09,United States,Los Angeles,California,West
10/10/2022,Headphones,Accessories,North,6,1716,108.81,United States,San Francisco,California,West
4/22/2024,Monitor,Accessories,South,7,1547,152.59,United States,San Francisco,California,West
6/14/2022,Mouse,Accessories,North,1,739,111.18,United States,San Francisco,California,West
9/3/2023,Laptop,Electronics,West,3,819,231.88,United States,Aurora,Colorado,West
12/19/2023,Laptop,Electronics,South,8,5696,1156.3,United States,New York City,New York,East
1/22/2023,Monitor,Accessories,South,2,1706,184.71,United States,Philadelphia,Pennsylvania,East
1/23/2024,Camera,Electronics,North,2,2066,608.23,United States,Mentor,Ohio,East
6/7/2024,Laptop,Electronics,North,2,256,35.66,United States,Mentor,Ohio,East
2/4/2024,Smartphone,Electronics,North,2,1102,182.54,United States,Mentor,Ohio,East
8/31/2024,Monitor,Accessories,North,8,2872,483.94,United States,Lawton,Oklahoma,Central
11/11/2024,Tablet,Electronics,East,4,2584,394.52,United States,Los Angeles,California,West
7/27/2024,Mouse,Accessories,North,2,1366,298.32,United States,Columbus,Ohio,East
5/11/2024,Smartwatch,Electronics,South,7,1253,354.23,United States,Columbus,Ohio,East
3/24/2023,Laptop,Electronics,West,7,2618,300.81,United States,Los Angeles,California,West
9/22/2022,Headphones,Accessories,East,9,6822,1811.37,United States,Los Angeles,California,West
11/5/2023,Keyboard,Accessories,East,6,5286,636.16,United States,Los Angeles,California,West
6/13/2024,Monitor,Accessories,North,1,579,133.57,United States,Springfield,Missouri,Central
2/28/2022,Laptop,Electronics,West,8,1392,190.99,United States,Hampton,Virginia,South
11/14/2022,Laptop,Electronics,West,9,2493,696.69,United States,Richmond,Indiana,Central
9/17/2023,Smartphone,Electronics,North,7,6461,766.45,United States,New York City,New York,East
8/17/2022,Tablet,Electronics,East,2,1486,201.07,United States,Rome,New York,East
5/14/2023,Printer,Office,South,1,1152,280.28,United States,New York City,New York,East
3/12/2022,Smartwatch,Electronics,West,2,1750,103.99,United States,Manteca,California,West
7/12/2022,Smartphone,Electronics,West,7,4417,495.37,United States,Seattle,Washington,West
7/5/2024,Laptop,Electronics,South,4,3724,276.85,United States,Providence,Rhode Island,East
6/16/2023,Camera,Electronics,West,3,2220,121.14,United States,Chicago,Illinois,Central
6/20/2023,Monitor,Accessories,West,8,9104,2620.58,United States,Chicago,Illinois,Central
8/8/2024,Printer,Office,West,3,3093,584.23,United States,Los Angeles,California,West
3/1/2023,Headphones,Accessories,South,6,3048,842.24,United States,San Francisco,California,West
5/2/2022,Smartphone,Electronics,North,1,161,36.58,United States,San Antonio,Texas,Central
7/23/2023,Monitor,Accessories,West,7,7238,1889.69,United States,Los Angeles,California,West
3/30/2024,Smartphone,Electronics,North,3,3561,347.31,United States,Miramar,Florida,South
8/7/2022,Monitor,Accessories,North,5,1850,534.39,United States,San Jose,California,West
3/6/2022,Mouse,Accessories,West,6,3522,626.72,United States,Jackson,Michigan,Central
11/24/2023,Smartwatch,Electronics,East,1,584,172.4,United States,Philadelphia,Pennsylvania,East
8/31/2023,Smartphone,Electronics,East,4,2556,412.44,United States,Danville,California,West
10/14/2023,Smartphone,Electronics,South,2,348,56.31,United States,Los Angeles,California,West
5/16/2023,Monitor,Accessories,South,9,1602,142.49,United States,Los Angeles,California,West
6/19/2023,Monitor,Accessories,South,3,2853,437.59,United States,Baltimore,Maryland,East
7/21/2023,Printer,Office,West,1,1024,230.3,United States,Oceanside,California,West
3/20/2022,Camera,Electronics,East,5,4485,1324.49,United States,Everett,Massachusetts,East
8/6/2023,Printer,Office,East,2,436,79.69,United States,Columbia,Tennessee,South
10/21/2024,Smartwatch,Electronics,North,2,2232,150.12,United States,Mount Pleasant,Michigan,Central
8/14/2022,Keyboard,Accessories,South,6,7056,1445.01,United States,San Francisco,California,West
3/15/2022,Keyboard,Accessories,East,5,875,96.65,United States,San Francisco,California,West
2/1/2022,Smartwatch,Electronics,East,3,315,61.94,United States,Fort Collins,Colorado,West
4/24/2022,Laptop,Electronics,East,2,358,51.75,United States,New York City,New York,East
3/23/2023,Camera,Electronics,South,7,3451,194.42,United States,New York City,New York,East
2/10/2022,Laptop,Electronics,North,9,1350,189.13,United States,Philadelphia,Pennsylvania,East
10/19/2023,Tablet,Electronics,West,8,3320,413.32,United States,Seattle,Washington,West
9/10/2024,Mouse,Accessories,North,9,8442,940.33,United States,Fort Worth,Texas,Central
6/17/2022,Keyboard,Accessories,South,1,166,31.97,United States,Detroit,Michigan,Central
8/9/2023,Mouse,Accessories,North,5,3720,448.6,United States,Philadelphia,Pennsylvania,East
7/11/2023,Laptop,Electronics,South,2,1090,136.65,United States,Philadelphia,Pennsylvania,East
1/5/2024,Laptop,Electronics,West,9,9783,2347.49,United States,Philadelphia,Pennsylvania,East
9/22/2022,Smartphone,Electronics,North,4,2432,657.18,United States,Tucson,Arizona,West
6/22/2023,Mouse,Accessories,North,7,4060,291.42,United States,Tucson,Arizona,West
3/26/2023,Smartwatch,Electronics,North,1,387,99.59,United States,Detroit,Michigan,Central
8/11/2023,Smartwatch,Electronics,North,3,966,120.56,United States,Detroit,Michigan,Central
5/17/2024,Tablet,Electronics,North,3,3366,882.29,United States,Detroit,Michigan,Central
6/30/2024,Monitor,Accessories,West,7,7833,1843.94,United States,Detroit,Michigan,Central
4/9/2023,Monitor,Accessories,West,1,610,33.55,United States,Austin,Texas,Central
5/28/2022,Smartwatch,Electronics,West,8,4288,597.09,United States,Waterbury,Connecticut,East
7/18/2022,Printer,Office,North,9,7740,605.35,United States,Huntsville,Texas,Central
8/20/2024,Smartwatch,Electronics,West,9,3150,457.13,United States,Seattle,Washington,West
12/31/2023,Keyboard,Accessories,West,2,894,224.75,United States,Aurora,Illinois,Central
10/9/2022,Laptop,Electronics,North,8,7544,1219.73,United States,New York City,New York,East
3/1/2024,Keyboard,Accessories,North,8,6360,1871.88,United States,San Diego,California,West
3/19/2022,Smartphone,Electronics,West,4,2428,485.75,United States,New York City,New York,East
10/5/2022,Headphones,Accessories,South,2,574,38.52,United States,Long Beach,California,West
4/25/2023,Keyboard,Accessories,West,6,6744,660.47,United States,San Francisco,California,West
9/11/2023,Headphones,Accessories,North,6,798,213.4,United States,Jackson,Tennessee,South
1/13/2023,Printer,Office,North,5,2860,339,United States,Chicago,Illinois,Central
4/3/2022,Printer,Office,South,5,5410,1129.77,United States,Buffalo,New York,East
2/26/2023,Laptop,Electronics,West,5,4445,580.15,United States,Houston,Texas,Central
11/3/2024,Smartwatch,Electronics,South,8,7536,1197.09,United States,Colorado Springs,Colorado,West
9/26/2023,Monitor,Accessories,North,7,4165,263.26,United States,Colorado Springs,Colorado,West
2/19/2024,Laptop,Electronics,East,3,3021,763.99,United States,Colorado Springs,Colorado,West
4/29/2024,Keyboard,Accessories,North,2,310,70.66,United States,Colorado Springs,Colorado,West
5/15/2024,Headphones,Accessories,South,2,2170,522,United States,Los Angeles,California,West
10/22/2024,Tablet,Electronics,West,3,2832,317.76,United States,Jacksonville,Florida,South
7/31/2022,Smartwatch,Electronics,West,5,3945,392.09,United States,Philadelphia,Pennsylvania,East
9/10/2022,Tablet,Electronics,South,4,2104,308,United States,Philadelphia,Pennsylvania,East
8/24/2022,Monitor,Accessories,South,2,2060,517.64,United States,Philadelphia,Pennsylvania,East
6/23/2024,Printer,Office,North,4,1060,155.78,United States,Columbus,Ohio,East
1/13/2023,Smartwatch,Electronics,South,6,810,108.61,United States,Columbus,Ohio,East
9/23/2022,Laptop,Electronics,West,3,873,57.42,United States,Henderson,Kentucky,South
2/8/2022,Tablet,Electronics,West,5,595,121.11,United States,Pasco,Washington,West
12/18/2022,Laptop,Electronics,West,2,1562,119.56,United States,Oakland,California,West
1/25/2022,Smartwatch,Electronics,East,9,5337,1575.99,United States,Oakland,California,West
12/9/2022,Printer,Office,North,2,212,13.4,United States,Los Angeles,California,West
6/14/2023,Printer,Office,East,8,2704,705.74,United States,Los Angeles,California,West
5/31/2024,Laptop,Electronics,North,5,3225,523.32,United States,Seattle,Washington,West
8/7/2023,Monitor,Accessories,North,2,1342,184.59,United States,Henderson,Kentucky,South
7/13/2022,Mouse,Accessories,South,7,3395,1012.78,United States,Marietta,Georgia,South
12/1/2024,Smartwatch,Electronics,East,4,3968,480.72,United States,Parma,Ohio,East
4/12/2024,Smartphone,Electronics,West,5,4555,776.65,United States,Houston,Texas,Central
2/26/2022,Tablet,Electronics,West,2,2132,365.44,United States,League City,Texas,Central
3/31/2022,Mouse,Accessories,West,6,6516,842.83,United States,Gaithersburg,Maryland,East
8/17/2023,Smartwatch,Electronics,North,2,2040,481.15,United States,Chicago,Illinois,Central
9/23/2024,Mouse,Accessories,East,6,6126,428.38,United States,Fairfield,Connecticut,East
9/11/2022,Smartwatch,Electronics,West,8,520,30.58,United States,San Francisco,California,West
1/1/2023,Camera,Electronics,South,5,4470,526.96,United States,Wilmington,Delaware,East
7/12/2024,Smartwatch,Electronics,West,8,5504,1196.78,United States,Wilmington,Delaware,East
1/11/2022,Headphones,Accessories,West,4,3036,511.69,United States,Los Angeles,California,West
10/5/2024,Smartwatch,Electronics,East,5,2725,308.29,United States,North Las Vegas,Nevada,West
9/16/2024,Printer,Office,North,8,4080,336.96,United States,Seattle,Washington,West
5/23/2024,Keyboard,Accessories,North,8,3080,776.6,United States,Providence,Rhode Island,East
6/8/2023,Smartwatch,Electronics,North,5,1525,413.75,United States,Jacksonville,Florida,South
7/16/2022,Monitor,Accessories,South,4,1332,342.85,United States,Jacksonville,Florida,South
7/24/2023,Smartphone,Electronics,South,7,4669,803.21,United States,Colorado Springs,Colorado,West
3/12/2022,Smartwatch,Electronics,West,6,5310,1099.84,United States,Memphis,Tennessee,South
1/12/2023,Camera,Electronics,East,8,9392,2651.84,United States,Phoenix,Arizona,West
11/3/2022,Monitor,Accessories,South,5,1350,198.19,United States,Toledo,Ohio,East
3/14/2024,Monitor,Accessories,North,4,3648,768.61,United States,Los Angeles,California,West
7/27/2023,Printer,Office,North,2,300,47.59,United States,San Diego,California,West
8/14/2022,Smartphone,Electronics,North,3,3408,727.26,United States,Oklahoma City,Oklahoma,Central
11/17/2024,Keyboard,Accessories,South,9,4302,475.96,United States,Vineland,New Jersey,East
5/13/2024,Keyboard,Accessories,South,5,4575,771.24,United States,Milwaukee,Wisconsin,Central
10/21/2022,Laptop,Electronics,East,8,9304,1855.7,United States,Seattle,Washington,West
4/15/2024,Monitor,Accessories,East,4,1928,232.48,United States,Wilmington,Delaware,East
1/17/2023,Printer,Office,East,2,1042,86.24,United States,Los Angeles,California,West
11/28/2023,Tablet,Electronics,East,3,2214,507.7,United States,Dallas,Texas,Central
5/3/2024,Keyboard,Accessories,South,4,3024,678.26,United States,Minneapolis,Minnesota,Central
8/11/2023,Camera,Electronics,East,2,1104,173.01,United States,Burlington,North Carolina,South
7/26/2022,Mouse,Accessories,East,8,6056,1631.71,United States,Trenton,Michigan,Central
2/7/2023,Mouse,Accessories,South,5,5295,1375.98,United States,Houston,Texas,Central
1/19/2022,Smartphone,Electronics,North,4,3668,839.4,United States,Houston,Texas,Central
6/30/2023,Printer,Office,South,9,4293,295.47,United States,San Francisco,California,West
8/19/2022,Mouse,Accessories,North,7,5789,950.45,United States,Chicago,Illinois,Central
8/27/2023,Smartwatch,Electronics,North,6,4440,800.92,United States,Chicago,Illinois,Central
3/10/2022,Printer,Office,South,5,5515,330.02,United States,Deltona,Florida,South
10/12/2024,Camera,Electronics,North,4,784,192.77,United States,Chicago,Illinois,Central
6/15/2024,Laptop,Electronics,East,4,576,156.59,United States,New York City,New York,East
9/9/2024,Smartwatch,Electronics,West,5,705,198.62,United States,Anaheim,California,West
9/24/2023,Keyboard,Accessories,North,6,4458,1215.3,United States,Oklahoma City,Oklahoma,Central
8/25/2022,Smartphone,Electronics,East,6,6780,811.92,United States,New York City,New York,East
10/1/2023,Smartwatch,Electronics,North,5,3970,642.7,United States,Los Angeles,California,West
1/8/2023,Monitor,Accessories,North,7,5131,368.11,United States,Chandler,Arizona,West
10/2/2022,Laptop,Electronics,East,7,1750,90.21,United States,Chandler,Arizona,West
2/11/2022,Tablet,Electronics,East,7,8337,753.35,United States,Kirkwood,Missouri,Central
9/15/2022,Keyboard,Accessories,East,9,9810,549.46,United States,Chicago,Illinois,Central
1/28/2024,Keyboard,Accessories,East,3,2658,794.36,United States,Chicago,Illinois,Central
7/23/2022,Printer,Office,West,1,473,43.65,United States,Seattle,Washington,West
1/14/2022,Tablet,Electronics,North,9,2205,410.01,United States,Taylor,Michigan,Central
6/13/2023,Smartphone,Electronics,South,9,6948,1409.3,United States,Pasadena,California,West
9/9/2022,Tablet,Electronics,North,3,774,212.02,United States,Midland,Michigan,Central
12/26/2023,Tablet,Electronics,North,3,2532,343.13,United States,Detroit,Michigan,Central
11/16/2024,Laptop,Electronics,West,7,6587,1173.91,United States,Waco,Texas,Central
4/1/2024,Smartphone,Electronics,East,7,7266,806.79,United States,Los Angeles,California,West
11/27/2024,Smartphone,Electronics,East,7,6867,502.06,United States,Columbus,Indiana,Central
7/1/2023,Camera,Electronics,South,9,4887,396.36,United States,Columbia,South Carolina,South
2/13/2023,Mouse,Accessories,West,4,864,251.99,United States,Oakland,California,West
11/9/2023,Smartphone,Electronics,East,6,5190,1215.07,United States,Detroit,Michigan,Central
5/20/2022,Keyboard,Accessories,South,8,2128,294.45,United States,Detroit,Michigan,Central
6/26/2024,Mouse,Accessories,East,2,1718,218.82,United States,New York City,New York,East
5/2/2022,Smartphone,Electronics,North,2,1270,229.39,United States,Fresno,California,West
5/18/2023,Keyboard,Accessories,East,7,2569,130.19,United States,Fresno,California,West
2/14/2022,Printer,Office,South,2,1518,262.65,United States,Texarkana,Arkansas,South
11/22/2022,Headphones,Accessories,South,2,1210,268.37,United States,San Francisco,California,West
3/15/2022,Mouse,Accessories,East,2,1128,94.13,United States,Columbia,Maryland,East
8/23/2023,Headphones,Accessories,North,1,1077,77.97,United States,Columbia,Maryland,East
12/18/2023,Keyboard,Accessories,East,6,2244,517.47,United States,Los Angeles,California,West
9/16/2022,Mouse,Accessories,West,8,1608,464.18,United States,Bethlehem,Pennsylvania,East
12/15/2024,Camera,Electronics,West,5,3685,476.2,United States,Bethlehem,Pennsylvania,East
4/25/2024,Camera,Electronics,North,8,4080,1079.49,United States,Houston,Texas,Central
2/9/2024,Monitor,Accessories,North,1,404,84.4,United States,San Francisco,California,West
4/19/2023,Keyboard,Accessories,South,2,1738,163.38,United States,Los Angeles,California,West
1/31/2023,Printer,Office,West,3,828,210.33,United States,Los Angeles,California,West
11/24/2023,Mouse,Accessories,North,4,4344,461.72,United States,Burlington,Vermont,East
10/2/2023,Tablet,Electronics,North,1,1130,268.88,United States,Odessa,Texas,Central
4/18/2024,Headphones,Accessories,North,3,1698,304.91,United States,Rochester,Minnesota,Central
6/27/2023,Tablet,Electronics,East,4,844,136.02,United States,Louisville,Colorado,West
2/20/2023,Printer,Office,West,2,2286,218.18,United States,Houston,Texas,Central
12/12/2023,Camera,Electronics,East,2,1026,170.31,United States,Medina,Ohio,East
10/4/2023,Laptop,Electronics,West,6,6984,1433.65,United States,Yonkers,New York,East
2/18/2022,Monitor,Accessories,West,4,1672,432.35,United States,Springfield,Virginia,South
1/8/2023,Laptop,Electronics,North,6,1092,63.98,United States,Decatur,Illinois,Central
4/1/2024,Headphones,Accessories,South,2,272,24.71,United States,Garland,Texas,Central
11/12/2023,Headphones,Accessories,West,2,1126,204.99,United States,Oceanside,New York,East
10/22/2023,Mouse,Accessories,West,7,8155,2177.38,United States,Houston,Texas,Central
3/29/2023,Smartwatch,Electronics,East,7,4298,358.38,United States,San Francisco,California,West
12/17/2022,Smartphone,Electronics,East,5,1365,310.66,United States,Greensboro,North Carolina,South
11/28/2024,Camera,Electronics,West,6,4116,381.35,United States,Knoxville,Tennessee,South
4/7/2022,Headphones,Accessories,South,8,904,181.45,United States,Knoxville,Tennessee,South
12/5/2024,Smartwatch,Electronics,South,1,70,10.64,United States,Knoxville,Tennessee,South
9/3/2023,Keyboard,Accessories,East,2,344,72.87,United States,Knoxville,Tennessee,South
8/19/2023,Printer,Office,East,1,330,78.52,United States,Lakewood,California,West
8/17/2024,Headphones,Accessories,South,2,518,34.22,United States,New York City,New York,East
8/18/2022,Mouse,Accessories,North,9,2763,458.4,United States,Newark,Delaware,East
3/26/2022,Smartwatch,Electronics,North,2,2298,343.53,United States,Los Angeles,California,West
10/2/2024,Monitor,Accessories,South,1,436,73.89,United States,Fayetteville,North Carolina,South
9/28/2022,Mouse,Accessories,East,6,1824,213.47,United States,Wichita,Kansas,Central
5/12/2024,Laptop,Electronics,North,5,1540,411.83,United States,Oak Park,Michigan,Central
3/14/2023,Tablet,Electronics,East,7,5572,385.82,United States,Oak Park,Michigan,Central
9/21/2023,Monitor,Accessories,East,6,3030,335.71,United States,Houston,Texas,Central
5/2/2024,Monitor,Accessories,West,5,1245,345.84,United States,Wilmington,Delaware,East
1/31/2022,Tablet,Electronics,South,4,1252,326.69,United States,San Francisco,California,West
6/4/2024,Camera,Electronics,North,9,4959,479.28,United States,Los Angeles,California,West
2/16/2023,Monitor,Accessories,West,7,8162,443.81,United States,Los Angeles,California,West
5/26/2023,Monitor,Accessories,East,5,1370,253.92,United States,Los Angeles,California,West
12/28/2023,Tablet,Electronics,North,3,3111,607.23,United States,Saint Petersburg,Florida,South
10/10/2022,Mouse,Accessories,South,7,7805,1078.03,United States,Palm Coast,Florida,South
4/21/2024,Smartphone,Electronics,South,9,10314,2729.6,United States,Palm Coast,Florida,South
9/29/2023,Keyboard,Accessories,South,9,10782,2730.14,United States,Olathe,Kansas,Central
10/22/2024,Monitor,Accessories,West,5,4375,987.96,United States,Edmonds,Washington,West
7/31/2023,Monitor,Accessories,North,5,2265,595.05,United States,San Francisco,California,West
4/15/2022,Laptop,Electronics,East,1,166,9.69,United States,Los Angeles,California,West
4/24/2024,Headphones,Accessories,North,7,7217,1481.7,United States,Scottsdale,Arizona,West
1/16/2022,Tablet,Electronics,East,3,1767,186.54,United States,San Francisco,California,West
12/6/2023,Laptop,Electronics,East,3,2883,557.81,United States,San Diego,California,West
9/4/2024,Smartwatch,Electronics,South,3,1338,396.08,United States,Parker,Colorado,West
8/24/2024,Printer,Office,East,9,9459,604.06,United States,Parker,Colorado,West
6/10/2022,Printer,Office,North,3,168,45.31,United States,Miami,Florida,South
10/3/2022,Smartphone,Electronics,South,9,4536,479.78,United States,Jacksonville,Florida,South
2/25/2022,Mouse,Accessories,East,4,4404,793.7,United States,San Francisco,California,West
8/18/2023,Monitor,Accessories,North,4,1952,148.67,United States,New York City,New York,East
12/23/2022,Mouse,Accessories,North,3,2004,467.76,United States,Philadelphia,Pennsylvania,East
6/30/2022,Keyboard,Accessories,South,4,468,131.48,United States,San Francisco,California,West
11/10/2024,Smartphone,Electronics,West,9,8667,1597.49,United States,Philadelphia,Pennsylvania,East
2/24/2024,Printer,Office,West,7,6097,567.32,United States,Philadelphia,Pennsylvania,East
4/11/2022,Headphones,Accessories,South,9,4752,1415.65,United States,Chicago,Illinois,Central
5/10/2023,Keyboard,Accessories,East,1,1172,124.9,United States,Tucson,Arizona,West
5/20/2022,Keyboard,Accessories,North,2,1608,170.29,United States,Draper,Utah,West
5/21/2023,Printer,Office,South,7,7595,969.07,United States,Houston,Texas,Central
7/17/2024,Smartwatch,Electronics,West,1,1142,306.84,United States,Montgomery,Alabama,South
11/18/2024,Keyboard,Accessories,North,2,116,13.67,United States,Jackson,Mississippi,South
6/6/2022,Smartphone,Electronics,East,9,3951,908.13,United States,Chicago,Illinois,Central
12/21/2023,Keyboard,Accessories,East,2,1606,138.96,United States,Pasadena,California,West
11/16/2022,Headphones,Accessories,South,3,2025,403,United States,Los Angeles,California,West
7/24/2023,Smartwatch,Electronics,West,2,2006,235.52,United States,Clinton,Maryland,East
6/5/2024,Camera,Electronics,South,9,9423,652.06,United States,San Diego,California,West
8/24/2022,Laptop,Electronics,North,4,2276,399.94,United States,Lakewood,New Jersey,East
8/22/2022,Monitor,Accessories,West,5,4880,664.06,United States,Greensboro,North Carolina,South
11/18/2024,Laptop,Electronics,East,3,1773,183.15,United States,Greensboro,North Carolina,South
1/21/2023,Smartwatch,Electronics,South,9,2718,195.97,United States,Memphis,Tennessee,South
11/7/2022,Headphones,Accessories,East,4,3168,939.45,United States,La Crosse,Wisconsin,Central
1/31/2022,Camera,Electronics,West,2,1716,368.06,United States,La Crosse,Wisconsin,Central
2/7/2024,Smartphone,Electronics,West,2,214,14.08,United States,Seattle,Washington,West
6/4/2024,Camera,Electronics,East,2,2092,366.12,United States,Seattle,Washington,West
3/21/2024,Headphones,Accessories,West,3,225,46.96,United States,Miami,Florida,South
